"sample_reason","module2_run_id","strategy_set_name","strategy_name","strategy_version","strategy_run_id","strategy_run_ts","module1_scenario_set_name","module1_scenario_name","population_id","application_id","applicant_id","application_date","product_type","score_band","credit_score","annual_income","debt_to_income_ratio","requested_amount","requested_monthly_payment_proxy","requested_payment_to_income_ratio","estimated_pd","estimated_lgd","requested_expected_loss_amount","decision_outcome","decision_path","decision_resolution_source","approval_flag","counteroffer_flag","manual_review_flag","decline_flag","simulated_offer_exposure_flag","approved_amount","counteroffer_amount","exposure_reduction_amount","exposure_reduction_pct","approved_monthly_payment_proxy","approved_payment_to_income_ratio","approved_expected_loss_amount","approved_el_reduction_amount","approved_el_reduction_pct","counteroffer_strategy_variant","ordinary_counteroffer_candidate_flag","aggressive_counteroffer_requested_structure_override_flag","primary_reason_code","secondary_reason_code","tertiary_reason_code","primary_reason_family","reason_code_count"
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00020984,CUST-00020984,2025-06-16,HELOC,SUPER_PRIME,812,102745.83,0.3300,158857.54,1150.35,0.134353,0.027195,0.250000,1080.03,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,158857.54,,0,0,1150.35,0.134353,1080.03,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00032831,CUST-00032831,2025-05-29,HELOC,SUPER_PRIME,823,97233.05,0.2574,99396.26,701.33,0.086555,0.012251,0.250000,304.43,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,99396.26,,0,0,701.33,0.086555,304.43,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00001004,CUST-00001004,2025-09-12,MORTGAGE,NEAR_PRIME,650,96301.65,0.3096,79111.63,614.71,0.076598,0.065469,0.200000,1035.87,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,79111.63,,0,0,614.71,0.076598,1035.87,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00003740,CUST-00003740,2025-05-13,MORTGAGE,NEAR_PRIME,670,155259.76,0.2699,132851.75,1256.56,0.097119,0.073009,0.200000,1939.87,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,132851.75,,0,0,1256.56,0.097119,1939.87,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00012966,CUST-00012966,2025-08-10,MORTGAGE,PRIME,752,157335.78,0.2998,450665.54,3492.99,0.266410,0.043793,0.200000,3947.20,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,450665.54,,0,0,3492.99,0.266410,3947.20,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00028435,CUST-00028435,2025-01-04,MORTGAGE,PRIME,755,83809.30,0.2354,100330.72,736.28,0.105422,0.034290,0.200000,688.07,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,100330.72,,0,0,736.28,0.105422,688.07,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00000419,CUST-00000419,2025-12-13,MORTGAGE,SUPER_PRIME,846,236798.76,0.2450,517268.14,3962.67,0.200812,0.017409,0.200000,1801.02,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,517268.14,,0,0,3962.67,0.200812,1801.02,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00021840,CUST-00021840,2025-09-19,MORTGAGE,SUPER_PRIME,810,239041.54,0.3171,460253.58,3386.67,0.170012,0.013585,0.200000,1250.51,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,460253.58,,0,0,3386.67,0.170012,1250.51,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00009355,CUST-00009355,2025-04-01,REVOLVING_LINE,NEAR_PRIME,677,130667.37,0.3334,8397.42,252.97,0.023232,0.074810,0.850000,533.98,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,8397.42,,0,0,252.97,0.023232,533.98,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00038413,CUST-00038413,2025-01-02,REVOLVING_LINE,NEAR_PRIME,661,136330.62,0.3487,5624.21,167.16,0.014714,0.067709,0.850000,323.69,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,5624.21,,0,0,167.16,0.014714,323.69,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00008235,CUST-00008235,2025-07-20,REVOLVING_LINE,PRIME,706,201484.62,0.2646,4836.39,137.81,0.008208,0.030996,0.850000,127.42,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,4836.39,,0,0,137.81,0.008208,127.42,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00035141,CUST-00035141,2025-12-22,REVOLVING_LINE,PRIME,720,58268.17,0.3119,6541.51,188.32,0.038783,0.028496,0.850000,158.45,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,6541.51,,0,0,188.32,0.038783,158.45,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00021532,CUST-00021532,2025-08-09,REVOLVING_LINE,SUPER_PRIME,845,118788.29,0.2913,3983.00,113.07,0.011422,0.010968,0.850000,37.13,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,3983.00,,0,0,113.07,0.011422,37.13,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00033103,CUST-00033103,2025-04-29,REVOLVING_LINE,SUPER_PRIME,800,172866.71,0.3157,10903.76,308.48,0.021414,0.014206,0.850000,131.66,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,10903.76,,0,0,308.48,0.021414,131.66,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00018129,CUST-00018129,2025-07-09,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,652,161953.55,0.3173,12362.93,337.76,0.025026,0.069083,0.700000,597.85,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,12362.93,,0,0,337.76,0.025026,597.85,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00042133,CUST-00042133,2025-04-14,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,658,165221.56,0.3117,11086.99,259.20,0.018826,0.065146,0.700000,505.59,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,11086.99,,0,0,259.20,0.018826,505.59,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00012244,CUST-00012244,2025-01-04,UNSECURED_PERSONAL_LOAN,PRIME,755,205327.78,0.2469,12799.49,432.45,0.025274,0.031502,0.700000,282.25,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,12799.49,,0,0,432.45,0.025274,282.25,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00042343,CUST-00042343,2025-01-10,UNSECURED_PERSONAL_LOAN,PRIME,741,104724.62,0.3524,8673.76,290.90,0.033333,0.027315,0.700000,165.85,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,8673.76,,0,0,290.90,0.033333,165.85,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00002842,CUST-00002842,2025-07-10,UNSECURED_PERSONAL_LOAN,SUPER_PRIME,785,176872.79,0.2872,6477.00,210.36,0.014272,0.010962,0.700000,49.70,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,6477.00,,0,0,210.36,0.014272,49.70,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_CORE_RUN_OUTCOME_PRODUCT_SCORE_STRATIFIED_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00020948,CUST-00020948,2025-01-06,UNSECURED_PERSONAL_LOAN,SUPER_PRIME,815,127187.35,0.3922,28808.30,951.85,0.089806,0.014526,0.700000,292.93,APPROVE,APPROVE_AS_REQUESTED,PRELIMINARY_APPROVE_ROUTE,true,false,false,false,true,28808.30,,0,0,951.85,0.089806,292.93,0,0,NOT_COUNTEROFFER_SPLIT_STRATEGY,false,false,APPROVED_AS_REQUESTED,,,APPROVAL,1
M2_ORDINARY_COUNTEROFFER_CANDIDATE_PATH_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00007026,CUST-00007026,2025-07-11,AUTO_LOAN,NEAR_PRIME,687,85081.16,0.4802,12736.23,417.55,0.058892,0.100101,0.450000,573.71,COUNTEROFFER,COUNTEROFFER_FEASIBLE,COUNTEROFFER_FEASIBILITY_PASSED,false,true,false,false,true,12500.00,12500.00,236.23,0.01854787484208435306,409.8053348596876784,0.05779967855479996828,563.06812500000000,10.64187500000000,0.01854922347527496470,NOT_COUNTEROFFER_SPLIT_STRATEGY,true,false,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,COUNTEROFFER_FEASIBLE_REDUCED_EXPOSURE,,COUNTEROFFER,2
M2_ORDINARY_COUNTEROFFER_CANDIDATE_PATH_RANDOM,M2-01,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669 -0400,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,APP-00020118,CUST-00020118,2025-01-24,AUTO_LOAN,NEAR_PRIME,674,106845.34,0.4566,31871.12,604.67,0.067912,0.148031,0.450000,2123.06,COUNTEROFFER,COUNTEROFFER_FEASIBLE,COUNTEROFFER_FEASIBILITY_PASSED,false,true,false,false,true,31500.00,31500.00,371.12,0.01164439781218858954,597.6289819749039256,0.06712120565577864851,2098.33942500000000,24.72057500000000,0.01164384190743549405,NOT_COUNTEROFFER_SPLIT_STRATEGY,true,false,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,COUNTEROFFER_FEASIBLE_REDUCED_EXPOSURE,,COUNTEROFFER,2
