"evidence_snapshot_ts","campaign_registry_required_flag","registry_match_count","run_registry_match_status","module1_run_id","module2_run_id","run_sequence_number","showcase_id","showcase_name","comparison_group_id","validation_evidence_group_id","readme_storyline_label","linkedin_post_sequence","validation_summary_section_hint","module2_model_version","strategy_set_name","strategy_name","strategy_version","strategy_run_id","strategy_run_ts","module1_scenario_set_name","module1_scenario_name","population_id","product_type_policy_key","score_band_policy_key","product_score_policy_segment","applications","approval_count","counteroffer_count","manual_review_count","decline_count","offer_count","approval_rate","counteroffer_rate","manual_review_rate","decline_rate","simulated_offer_exposure_rate","total_requested_amount","total_approved_amount","approved_amount_capture_rate","avg_requested_amount","avg_approved_amount_all_apps","avg_approved_amount_offer_rows","avg_apr_proxy_all_apps","avg_apr_proxy_offer_rows","requested_amount_weighted_apr_proxy","approved_amount_weighted_apr_proxy","avg_loan_term_months_offer_rows","approved_amount_weighted_term_months","avg_synthetic_estimated_pd_proxy_all_apps","avg_synthetic_estimated_pd_proxy_offer_rows","avg_estimated_lgd_offer_rows","total_requested_expected_loss_amount","total_approved_expected_loss_amount","approved_expected_loss_capture_rate","approved_el_per_approved_dollar","approved_expected_loss_rate","avg_requested_payment_to_income_ratio","avg_approved_payment_to_income_ratio_offer_rows","top_primary_reason_family","top_primary_reason_code","top_primary_reason_population_share","top_non_approval_primary_reason_family","top_non_approval_primary_reason_code","top_non_approval_reason_population_share"
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,MORTGAGE,DEEP_SUBPRIME,MORTGAGE_DEEP_SUBPRIME,1750,0,0,1,1749,0,0.00000000000000000000,0.00000000000000000000,0.00057142857142857143,0.99942857142857142857,0.00000000000000000000,258258788.69,0,0.0000000000000000000000000000,147576.450680000000,0.00000000000000000000,,0.10000000000000000000,,0.10000000000000000000,,,,0.44903297085714285714,,,23199854.97,0,0.000000000000000000000000,,,0.27445399371428571429,,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.58114285714285714286,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.58114285714285714286
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,MORTGAGE,NEAR_PRIME,MORTGAGE_NEAR_PRIME,3644,27,2725,523,369,2752,0.00740944017563117453,0.74780461031833150384,0.14352360043907793633,0.10126234906695938529,0.75521405049396267838,1209763384.94,706358696.32,0.58388169547306385184,331987.756569703622,193841.574182217344,256671.037906976744,0.09775248380900109769,0.09792789098837209302,0.09846160669693923362,0.09824536105458363956,257.3764534883720930,260.5939720541218182,0.15368815971459934138,0.13759753815406976744,0.20000000000000000000,38339415.60,19397438.42600000000000,0.50593985647501627542,0.02746117309386451527,0.02746117309386451527,0.32522631805708013172,0.26315862128988549413,COUNTEROFFER,COUNTEROFFER_AFFORDABILITY_ADJUSTMENT,0.48957189901207464325,COUNTEROFFER,COUNTEROFFER_AFFORDABILITY_ADJUSTMENT,0.48957189901207464325
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,MORTGAGE,PRIME,MORTGAGE_PRIME,4285,1459,1885,827,114,3344,0.34049008168028004667,0.43990665110851808635,0.19299883313885647608,0.02660443407234539090,0.78039673278879813302,1747751695.86,1217520800.08,0.69662115217167951832,407876.708485414236,284135.542609101517,364091.148349282297,0.08011911528588098016,0.08113338307416267943,0.08241239300421802882,0.08241998832691180383,257.1351674641148325,262.8905105841056343,0.04742116056009334889,0.04677579336124401914,0.20000000000000000000,17391904.59,11766745.38200000000000,0.67656450856829361206,0.00966451282082970490,0.00966451282082970490,0.29710870595099183197,0.26403126994062827109,COUNTEROFFER,COUNTEROFFER_AFFORDABILITY_ADJUSTMENT,0.39766627771295215869,COUNTEROFFER,COUNTEROFFER_AFFORDABILITY_ADJUSTMENT,0.39766627771295215869
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,MORTGAGE,SUBPRIME,MORTGAGE_SUBPRIME,2639,0,310,557,1772,310,0.00000000000000000000,0.11746873815839333081,0.21106479727169382342,0.67146646456991284577,0.11746873815839333081,605228756.59,47535000.00,0.07854055096096768233,229340.188173550587,18012.504736642668,153338.709677419355,0.10000000000000000000,0.10000000000000000000,0.10000000000000000000,0.10000000000000000000,257.6129032258064516,257.7279899021773430,0.38346083251231527094,0.32123349354838709677,0.20000000000000000000,46833546.23,3040497.94100000000000,0.06492136909872434403,0.06396335207741664037,0.06396335207741664037,0.30542645092838196286,0.21966154860973663762,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.43766578249336870027,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.43766578249336870027
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,MORTGAGE,SUPER_PRIME,MORTGAGE_SUPER_PRIME,2747,1512,928,296,11,2440,0.55041863851474335639,0.33782307972333454678,0.10775391336002912268,0.00400436840189297415,0.88824171823807790317,1286931319.71,1036020988.26,0.80503207311285213045,468486.101095740808,377146.337189661449,424598.765680327869,0.06521296286858390972,0.06538654180327868852,0.06765622131252721721,0.06719810282968740713,257.4098360655737705,262.1777001720681338,0.01624169967236985803,0.01620827213114754098,0.20000000000000000000,4427086.51,3515632.11600000000000,0.79411868461544926982,0.00339339854678476492,0.00339339854678476492,0.26405518310884601383,0.23546282103695623708,APPROVAL,APPROVED_AS_REQUESTED,0.55041863851474335639,COUNTEROFFER,COUNTEROFFER_AFFORDABILITY_ADJUSTMENT,0.23844193665817255187
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,REVOLVING_LINE,DEEP_SUBPRIME,REVOLVING_LINE_DEEP_SUBPRIME,1506,0,1,4,1501,1,0.00000000000000000000,0.00066401062416998672,0.00265604249667994688,0.99667994687915006640,0.00066401062416998672,22560537.56,6000.00,0.00026595110972169583,14980.436626826029,3.9840637450199203,6000.0000000000000000,0.32556285922974767596,0.32099600000000000000,0.32834276576585527069,0.32099600000000000000,,,0.44428847609561752988,0.34945300000000000000,0.85000000000000000000,8554096.11,1782.21030000000000,0.00020834583538482127,0.29703505000000000000,0.29703505000000000000,0.11226503519256308101,0.03494477363727847890,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.57702523240371845950,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.57702523240371845950
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,REVOLVING_LINE,NEAR_PRIME,REVOLVING_LINE_NEAR_PRIME,3025,151,2287,266,321,2438,0.04991735537190082645,0.75603305785123966942,0.08793388429752066116,0.10611570247933884298,0.80595041322314049587,51723502.49,33057316.57,0.63911597201661197867,17098.678509090909,10928.038535537190,13559.194655455291,0.24490531371900826446,0.24497909146841673503,0.24785984881882599672,0.24704398916136283351,,,0.11426950975206611570,0.10314028999179655455,0.85000000000000000000,5170430.90,2888165.32192500000000,0.55859277065766414169,0.08736841406377347706,0.08736841406377347706,0.05858326876033057851,0.04641576770338303831,COUNTEROFFER,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,0.37256198347107438017,COUNTEROFFER,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,0.37256198347107438017
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,REVOLVING_LINE,PRIME,REVOLVING_LINE_PRIME,3514,1347,1578,491,98,2925,0.38332384746727376209,0.44906089926010244735,0.13972680705748434832,0.02788844621513944223,0.83238474672737620945,63260556.04,44715017.91,0.70683883780165394828,18002.434843483210,12724.820122367672,15287.185610256410,0.21974780762663631190,0.22041443282051282051,0.22257074247860436606,0.22243381375560406211,,,0.03548506801365964713,0.03436718358974358974,0.85000000000000000000,1943633.54,1328660.25012500000000,0.68359607033998806174,0.02971395992279945841,0.02971395992279945841,0.04819453215708594195,0.04087209103159792407,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.44763801935116676153,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.44763801935116676153
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,REVOLVING_LINE,SUBPRIME,REVOLVING_LINE_SUBPRIME,2220,0,272,957,991,272,0.00000000000000000000,0.12252252252252252252,0.43108108108108108108,0.44639639639639639640,0.12252252252252252252,36387257.51,2075000.00,0.05702545731647254336,16390.656536036036,934.6846846846846847,7628.6764705882352941,0.28002691981981981982,0.27648301470588235294,0.28299736294907486145,0.27651139903614457831,,,0.33660119234234234234,0.27490966911764705882,0.85000000000000000000,10657103.40,473272.65175000000000,0.04440912638137676322,0.22808320566265060241,0.22808320566265060241,0.07931579234234234234,0.03806158340027474557,MANUAL_REVIEW,MANUAL_REVIEW_FAILED_COUNTEROFFER,0.27747747747747747748,MANUAL_REVIEW,MANUAL_REVIEW_FAILED_COUNTEROFFER,0.27747747747747747748
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,REVOLVING_LINE,SUPER_PRIME,REVOLVING_LINE_SUPER_PRIME,2190,991,1093,92,14,2084,0.45251141552511415525,0.49908675799086757991,0.04200913242009132420,0.00639269406392694064,0.95159817351598173516,41617033.18,31906181.65,0.76666160973082608384,19003.211497716895,14569.032716894977,15310.067970249520,0.20496562146118721461,0.20507298656429942418,0.20771922289757441090,0.20712117814821191554,,,0.01220290319634703196,0.01210321065259117083,0.85000000000000000000,438105.11,332348.48927500000000,0.75860445744401383494,0.01041642942175752328,0.01041642942175752328,0.04152371278538812785,0.03375046689647416473,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.49908675799086757991,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.49908675799086757991
